video_id,title,published,viewCount,likeCount,dislikeCount
R_0srGUNW5A,"포크 뮤직 ""Folk Pop, Through the Open Window""  🎶 커피엔 포크 #folksong",2025-05-23,93,1,0
ZCYKVcFIMYQ,"""Until I Found You"" - Stephen Sanchez | Singer Elly Cover #senamusicroom #freemusic #popsongs",2025-05-22,2097,14,0
ZusTHR9GoDo,80년대 락앤롤 | 80s-Inspired Rock and Roll Playlist 🎧 #03 락앤롤 #rocknroll #80smusic,2025-05-22,391,2,0
QQnkJMCbgKM,7080재즈 🎷Retro Jazz Pulse – Inspired by the 70s and 80s  ☕🎶✨커피엔 재즈,2025-05-22,385,5,0
cC1zajyBAlw,"""Faded"" - Originally by Alan Walker Covered by Elly on the Sena Channel. #lyrics #senamusicroom",2025-05-21,1219,17,0
bOIHNq-iYw8,"""Duet Soul Pop Ballads""🎵 | #senamusicroom #freemusic",2025-05-21,110,1,0
WMkVZYPUIRI,"시대를 잊은 포크 음악🎧""Folk Pop Vibes · Soft Guitar & Voice""🎶",2025-05-21,209,2,0
LKkmKd8Qcf0,"✨ ""Broken Angel""  Arash feat. Helena | Emotional  Elly Cover ✨#senamusicroom #freemusic #popballad",2025-05-21,1658,22,0
qpco6D5asoo,🎵 French Alley Café Vibes — Relax with Emotional Music ☕,2025-05-20,239,0,0
XSXjrpNnvDo,🎶최고의 힐링 카페 음악 모음 #03 | 마음이 머무는 작은 카페 ☕| Healing Cafe Music |  European Café Mood Music,2025-05-20,67,0,0
BIca1c11zv8,"락앤롤의 감성을 그대로 ""Rock'n'Roll Vibes from the 1950s""🎶 #01",2025-05-20,526,3,0
vOlm9h8eXgs,"""Women in Love"" - Elton John | Singer Elly Cover  #senamusicroom #freemusic #sena #popballad",2025-05-20,12529,190,0
X1GW96zuopc,[Live] Sena Music Room #senamusicroom  #freemusic #livemusic #musicstreaming,2025-05-20,35,1,0
Vfc1Xl-6vco,팝페라 Popera: Heavenly Soprano & Strings 🎻✨ Music for When You Miss Someone,2025-05-20,93,0,0
L-qNjjR_fVA,[Live] 🎵 Enjoy a Variety of Emotional Café Music,2025-05-20,66,2,0
omukBXBzBg8,[Live] Listen to the original music from the Sena channel,2025-05-19,60,3,0
zRGZwTAt9DI,When You Need Courage | Rise Like a Flame #senamusicroom #freemusic,2025-05-19,214,1,0
xFWheJo_po4,When You Feel Like Giving Up – Rock Ballad Pop #senamusicroom,2025-05-19,47,0,0
xDK6uJL7y0M,“Summertime Sadness” 🌅 | Lana Del Rey’s Haunting Lyrics  #Elly #freemusic #cover #senamusicroom,2025-05-18,2146,32,0
_swHI8neDoE,Romantic Pop Ballads for First Love 🎶 #popballad,2025-05-17,103,1,0
cCa-POeO2zY,Cheap Thrills - Lyrics - Sia #senamusicroom #freemusic #popballad,2025-05-17,2655,28,0
HYvC9KeUkJg,🎤 Always Remember Us This Way - Lyrics - Lady Gaga Covered by Elly #senamusicroom #freemusic,2025-05-17,1509,24,0
HimuXTsijYo,Timeless American Folk Songs of the 1960s,2025-05-16,227,7,0
RqGnyqndyrU,Friday Night Jazz Vibes ~ So So Good ☕🌙💖 커피엔 재즈,2025-05-16,160,0,0
WmMOIr1iD0c,Seattle Nights | 10 Soft & Emotional Pop Songs #senamusicroom,2025-05-16,61,0,0
sEOiItj7Clg,"""Nothing's Gonna Stop Us Now"" - Originally by StarshipCovered by Elly #senamusicroom #freemusic",2025-05-16,31516,634,0
qTsIrq78cY4,Uplifting 90s-Style Pop Songs  #senamusicstudio,2025-05-15,56,0,0
IZBMOB2dNY8,The Winner Takes It All - Lyrics - ABBA (Elly Cover) #senamusicroom #freemusic #popballad,2025-05-15,3405,44,0
_-q4TS59aHc,So Sweet You Might Faint! 😍🎤 10 Emotional Female Vocal Pop Ballads,2025-05-15,144,0,0
iIbtoQekBv0,휘트니 휴스턴의 감성 Whitney Houston Style Soft Pop Ballads 🎤🎶🌙 10 Emotional Night Songs,2025-05-14,164,0,0
rkG5ZJsRXls,Sealed with a Kiss - Lyrics - Singer Elly Cover  #senamusicroom #ellycover #freemusic #sena,2025-05-14,89675,1246,0
0CxQO61keXo,Young & Fresh Retro Pop Ballads 🎤🎶🥳 Listen When You Want to Have Fun!,2025-05-14,71,1,0
JWDSVseKitU,스파이스걸스 감성 Spice Girls Style Dance Pop! 🎶🕺💃 Brings Back the Good Old Days!,2025-05-14,66,1,0
T7V6s7WdNJo,When You’re Hurt and Want to Cry 😢🌿 Just Let It Go and Leave It Behind,2025-05-14,49,0,0
1UK2W1MZ8nM,Jazz Bar in New Orleans 🎺🌆 Feel the Urban Vibes of Smooth Jazz 커피엔 재즈,2025-05-13,156,5,0
I8X8jA1gVK0,Fernando - ABBA (Original) | Lyrics - Singer Elly Cover,2025-05-13,9284,120,0
pmpGkr1eAAA,"""Too Young to Be Old"" - Originally by Jax Covered by Elly on the Sena Channel. #senamusicroom",2025-05-12,1949,21,0
IesLzQyGjoU,Cozy Café on the Outskirts ☕🎧 Enjoy Emotional Music with Coffee 카페음악 모음,2025-05-12,233,4,0
2ESoU65KYMs,여행길에 어울리는 노래 모음 Road Trip & Vacation 🏖️🎶 The Perfect Fun Music!🔥,2025-05-12,67,1,0
cYG2jAkK9jo,"""Women in Love"" - Elton John | Singer Elly Cover",2025-05-10,41612,545,0
HPciyLZ3d8c,"""Because Of You"" - Kelly Clarkson | Singer Elly Cover",2025-05-09,4812,58,0
CbgJ4tQH8uI,"""drivers license"" Olivia Rodrigo | AI Artist Sena Cover #aespa #dj #songlyrics #rose",2025-05-09,278,2,0
8B53Livw2Ww,"""we can't be friends"" - Ariana Grande | Sena Cover  #lyrics #music #cover",2025-05-08,234,1,0
cOH3Wuhfebk,"""Run with My Heart"" Original by AI Artist Sena  #music #cover #kpop #blackpink #song #aespa",2025-05-07,1474,2,0
Sy9W7pgHtBY,ROSÉ - On The Ground | Ai artist Sena 🎤✨ #music #cover #song #kpop #lyrics,2025-05-07,245,2,0
xpR-ZUpc-rs,"""Always Remember Us This Way"" - Lady Gaga | Sena AI Cover",2025-05-07,2977,31,0
KlVB-4V61Jk,"""Anti Hero""  Taylor Swift | Ai artist Sena 🎧 #music #cover #song #lyrics",2025-05-06,1568,7,0
lq6N-SK_aEU,"""Fly"" – Korean-English Bilingual Pop | Ai Vocal by Sena",2025-05-05,1718,8,0
Nk_mQVV1dhk,Because You Loved Me - Lyrics - Celine Dion | AI Artist Sena Cover  #lyrics #music #song,2025-05-04,2602,23,0
FLwZn4JpdIY,"""Without You"" - Ai Artist Sena 🎤",2025-05-03,426,1,0
_t51pzzBW-A,"""Disappear"" – Powerful Breakup Anthem | Ai Vocal by Sena",2025-05-02,1621,13,0
qkkqR4jiVBQ,"""I Will Miss You"" – Ai Artist Sena 🌙",2025-05-02,1463,12,0
z3F1fQHOqGQ,"""Thank You"" Dido | Ai artist Sena 🎧 #music #cover #song #lyrics #jazz",2025-05-01,1413,10,0
p0bTIStP_G0,"""Blank Space""  Taylor Swift | Ai artist Sena 🎧 #music #cover #song #lyrics #jazz",2025-05-01,347,4,0
efPkhc9FL2M,"""Cruel Summer"" Taylor Swift | Ai Vocal by Sena #music #cover #song",2025-05-01,1793,11,0
1iSIneclxtI,ROSÉ - On The Ground | Ai artist Sena 🎤✨ #music #cover #song #kpop #lyrics,2025-05-01,1907,7,0
-OqYYRrQsyU,"""Back to That Pure Love"" – Ai artist Sena 🎶💖",2025-04-30,1453,14,0
j9qVXF1VKjA,Sealed with a Kiss – Emily Linge 💌🎶,2025-04-30,21730,275,0
3vmgTUJRvnk,"""Sunlight Feels So Nice"" – Ai artist Sena  햇살이 참 좋아서 #aiartistsena #music #aimusic  #aivoice  #kpop",2025-04-30,597,3,0
xtJo9P1eo1c,Sealed with a Kiss – Emily Linge 💌🎶,2025-04-30,24531,217,0
f5oSO2fMTPs,"""Catch My Smile"" ✨ | Feel-Good Pop Song | Ai Artist Sena",2025-04-29,1490,13,0
ei9hM2s9F_A,"""Back to That Pure Love"" – Ai artist Sena 🎶💖",2025-04-29,1664,19,0
JNDG24Wj1MM,"✨ ""Broken Angel""  Arash feat. Helena | Emotional AI Cover ✨",2025-04-29,9458,166,0
J-FrSN3cGnI,"""Catch My Smile"" ✨ | Feel-Good Pop Song | Ai Artist Sena",2025-04-28,419,7,0
dG_VnJqx0sk,A Thousand Years - Christina Perri | Eternal Love 💖 #Shorts,2025-04-27,219,7,0
qZ2mkNSGQig,"""순수했던 그때로"" ""Back to That Pure Love"" – Ai artist Sena",2025-04-25,1613,7,0
rI4I-6rXwvM,"""Shy Smile"" 😊 |  Ai artist Sena",2025-04-25,1595,6,0
Xi8v9xRdvJ8,"""Waiting For Your Heart"" - AI Vocal Pop Ballad | Ai Artist Sena",2025-04-25,1480,12,0
rdao_s0rHew,"""When I Remember You"" – Soft Emotional Ballad #Shorts",2025-04-25,2685,20,0
5zHrxwq6g0U,"""Promise in the Rain"" – A Voice You'll Remember",2025-04-25,2125,16,0
728RQYTi8mE,"""Whisper of You"" – Ai artist Sena's emotional voice",2025-04-25,1828,12,0
